ref_area,indicator,source,sex,classif1,time,obs_value,obs_status,note_classif,note_indicator,note_source
ALB,SDG_0852_SEX_AGE_RT,BA:480,SEX_M,AGE_YTHADULT_YGE25,2014,16.3725,,,,R1:3513
ALB,SDG_0852_SEX_AGE_RT,BA:480,SEX_F,AGE_YTHADULT_YGE15,2014,15.5204,,,,R1:3513
ALB,SDG_0852_SEX_AGE_RT,BA:480,SEX_F,AGE_YTHADULT_Y15-64,2014,15.8136,,,,R1:3513
ALB,SDG_0852_SEX_AGE_RT,BA:480,SEX_F,AGE_YTHADULT_Y15-24,2014,32.8133,,,,R1:3513
ALB,SDG_0852_SEX_AGE_RT,BA:480,SEX_F,AGE_YTHADULT_YGE25,2014,13.7206,,,,R1:3513
ALB,SDG_0852_SEX_AGE_RT,BA:480,SEX_T,AGE_YTHADULT_YGE15,2015,17.193,,,,R1:3513
ALB,SDG_0852_SEX_AGE_RT,BA:480,SEX_T,AGE_YTHADULT_Y15-64,2015,17.5806,,,,R1:3513
ALB,SDG_0852_SEX_AGE_RT,BA:480,SEX_T,AGE_YTHADULT_Y15-24,2015,39.9773,,,,R1:3513
ALB,SDG_0852_SEX_AGE_RT,BA:480,SEX_T,AGE_YTHADULT_YGE25,2015,14.1981,,,,R1:3513
ALB,SDG_0852_SEX_AGE_RT,BA:480,SEX_M,AGE_YTHADULT_YGE15,2015,17.2469,,,,R1:3513
ALB,SDG_0852_SEX_AGE_RT,BA:480,SEX_M,AGE_YTHADULT_Y15-64,2015,17.6939,,,,R1:3513
ALB,SDG_0852_SEX_AGE_RT,BA:480,SEX_M,AGE_YTHADULT_Y15-24,2015,39.5348,,,,R1:3513
ALB,SDG_0852_SEX_AGE_RT,BA:480,SEX_M,AGE_YTHADULT_YGE25,2015,13.8183,,,,R1:3513
ALB,SDG_0852_SEX_AGE_RT,BA:480,SEX_F,AGE_YTHADULT_YGE15,2015,17.1211,,,,R1:3513
ALB,SDG_0852_SEX_AGE_RT,BA:480,SEX_F,AGE_YTHADULT_Y15-64,2015,17.4311,,,,R1:3513
ALB,SDG_0852_SEX_AGE_RT,BA:480,SEX_F,AGE_YTHADULT_Y15-24,2015,40.8206,,,,R1:3513
ALB,SDG_0852_SEX_AGE_RT,BA:480,SEX_F,AGE_YTHADULT_YGE25,2015,14.6824,,,,R1:3513
ALB,SDG_0852_SEX_AGE_RT,BA:480,SEX_T,AGE_YTHADULT_YGE15,2016,15.4176,,,,R1:3513
ALB,SDG_0852_SEX_AGE_RT,BA:480,SEX_T,AGE_YTHADULT_Y15-64,2016,15.8059,,,,R1:3513
ALB,SDG_0852_SEX_AGE_RT,BA:480,SEX_T,AGE_YTHADULT_Y15-24,2016,36.6129,,,,R1:3513
ALB,SDG_0852_SEX_AGE_RT,BA:480,SEX_T,AGE_YTHADULT_YGE25,2016,12.9645,,,,R1:3513
ALB,SDG_0852_SEX_AGE_RT,BA:480,SEX_M,AGE_YTHADULT_YGE15,2016,16.1412,,,,R1:3513
ALB,SDG_0852_SEX_AGE_RT,BA:480,SEX_M,AGE_YTHADULT_Y15-64,2016,16.6448,,,,R1:3513
ALB,SDG_0852_SEX_AGE_RT,BA:480,SEX_M,AGE_YTHADULT_Y15-24,2016,37.6935,,,,R1:3513
ALB,SDG_0852_SEX_AGE_RT,BA:480,SEX_M,AGE_YTHADULT_YGE25,2016,13.3745,,,,R1:3513
ALB,SDG_0852_SEX_AGE_RT,BA:480,SEX_F,AGE_YTHADULT_YGE15,2016,14.4709,,,,R1:3513
