ref_area,indicator,source,sex,classif1,time,obs_value,note_source
VEN,POP_2POP_SEX_AGE_NB,XA:2180,SEX_T,AGE_YTHADULT_YGE15,2018,20895.222,R1:2474
VEN,POP_2POP_SEX_AGE_NB,XA:2180,SEX_T,AGE_YTHADULT_Y15-64,2018,18795.84,R1:2474
VEN,POP_2POP_SEX_AGE_NB,XA:2180,SEX_T,AGE_YTHADULT_Y15-24,2018,4753.733,R1:2474
VEN,POP_2POP_SEX_AGE_NB,XA:2180,SEX_T,AGE_YTHADULT_YGE25,2018,16141.489,R1:2474
VEN,POP_2POP_SEX_AGE_NB,XA:2180,SEX_T,AGE_5YRBANDS_TOTAL,2019,28515.829,R1:2474
VEN,POP_2POP_SEX_AGE_NB,XA:2180,SEX_T,AGE_5YRBANDS_Y00-04,2019,2419.114,R1:2474
VEN,POP_2POP_SEX_AGE_NB,XA:2180,SEX_T,AGE_5YRBANDS_Y05-09,2019,2742.065,R1:2474
VEN,POP_2POP_SEX_AGE_NB,XA:2180,SEX_T,AGE_5YRBANDS_Y10-14,2019,2653.148,R1:2474
VEN,POP_2POP_SEX_AGE_NB,XA:2180,SEX_T,AGE_5YRBANDS_Y15-19,2019,2478.474,R1:2474
VEN,POP_2POP_SEX_AGE_NB,XA:2180,SEX_T,AGE_5YRBANDS_Y20-24,2019,2162.329,R1:2474
VEN,POP_2POP_SEX_AGE_NB,XA:2180,SEX_T,AGE_5YRBANDS_Y25-29,2019,2130.779,R1:2474
VEN,POP_2POP_SEX_AGE_NB,XA:2180,SEX_T,AGE_5YRBANDS_Y30-34,2019,2125.051,R1:2474
VEN,POP_2POP_SEX_AGE_NB,XA:2180,SEX_T,AGE_5YRBANDS_Y35-39,2019,1987.068,R1:2474
VEN,POP_2POP_SEX_AGE_NB,XA:2180,SEX_T,AGE_5YRBANDS_Y40-44,2019,1862.545,R1:2474
VEN,POP_2POP_SEX_AGE_NB,XA:2180,SEX_T,AGE_5YRBANDS_Y45-49,2019,1688.822,R1:2474
VEN,POP_2POP_SEX_AGE_NB,XA:2180,SEX_T,AGE_5YRBANDS_Y50-54,2019,1582.057,R1:2474
VEN,POP_2POP_SEX_AGE_NB,XA:2180,SEX_T,AGE_5YRBANDS_Y55-59,2019,1382.558,R1:2474
VEN,POP_2POP_SEX_AGE_NB,XA:2180,SEX_T,AGE_5YRBANDS_Y60-64,2019,1131.313,R1:2474
VEN,POP_2POP_SEX_AGE_NB,XA:2180,SEX_T,AGE_5YRBANDS_YGE65,2019,2170.506,R1:2474
VEN,POP_2POP_SEX_AGE_NB,XA:2180,SEX_T,AGE_10YRBANDS_TOTAL,2019,28515.829,R1:2474
VEN,POP_2POP_SEX_AGE_NB,XA:2180,SEX_T,AGE_10YRBANDS_YLT15,2019,7814.327,R1:2474
VEN,POP_2POP_SEX_AGE_NB,XA:2180,SEX_T,AGE_10YRBANDS_Y15-24,2019,4640.803,R1:2474
VEN,POP_2POP_SEX_AGE_NB,XA:2180,SEX_T,AGE_10YRBANDS_Y25-34,2019,4255.83,R1:2474
VEN,POP_2POP_SEX_AGE_NB,XA:2180,SEX_T,AGE_10YRBANDS_Y35-44,2019,3849.613,R1:2474
VEN,POP_2POP_SEX_AGE_NB,XA:2180,SEX_T,AGE_10YRBANDS_Y45-54,2019,3270.879,R1:2474
VEN,POP_2POP_SEX_AGE_NB,XA:2180,SEX_T,AGE_10YRBANDS_Y55-64,2019,2513.871,R1:2474
VEN,POP_2POP_SEX_AGE_NB,XA:2180,SEX_T,AGE_10YRBANDS_YGE65,2019,2170.506,R1:2474
VEN,POP_2POP_SEX_AGE_NB,XA:2180,SEX_T,AGE_AGGREGATE_TOTAL,2019,28515.829,R1:2474
VEN,POP_2POP_SEX_AGE_NB,XA:2180,SEX_T,AGE_AGGREGATE_YLT15,2019,7814.327,R1:2474
VEN,POP_2POP_SEX_AGE_NB,XA:2180,SEX_T,AGE_AGGREGATE_Y15-24,2019,4640.803,R1:2474
VEN,POP_2POP_SEX_AGE_NB,XA:2180,SEX_T,AGE_AGGREGATE_Y25-54,2019,11376.322,R1:2474
VEN,POP_2POP_SEX_AGE_NB,XA:2180,SEX_T,AGE_AGGREGATE_Y55-64,2019,2513.871,R1:2474
VEN,POP_2POP_SEX_AGE_NB,XA:2180,SEX_T,AGE_AGGREGATE_YGE65,2019,2170.506,R1:2474
VEN,POP_2POP_SEX_AGE_NB,XA:2180,SEX_T,AGE_YTHADULT_YGE15,2019,20701.502,R1:2474
VEN,POP_2POP_SEX_AGE_NB,XA:2180,SEX_T,AGE_YTHADULT_Y15-64,2019,18530.996,R1:2474
VEN,POP_2POP_SEX_AGE_NB,XA:2180,SEX_T,AGE_YTHADULT_Y15-24,2019,4640.803,R1:2474
VEN,POP_2POP_SEX_AGE_NB,XA:2180,SEX_T,AGE_YTHADULT_YGE25,2019,16060.699,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_5YRBANDS_TOTAL,2015,104.95,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_5YRBANDS_Y00-04,2015,6.965,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_5YRBANDS_Y05-09,2015,7.294,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_5YRBANDS_Y10-14,2015,7.032,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_5YRBANDS_Y15-19,2015,6.935,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_5YRBANDS_Y20-24,2015,6.673,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_5YRBANDS_Y25-29,2015,5.004,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_5YRBANDS_Y30-34,2015,5.268,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_5YRBANDS_Y35-39,2015,5.699,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_5YRBANDS_Y40-44,2015,6.355,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_5YRBANDS_Y45-49,2015,7.217,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_5YRBANDS_Y50-54,2015,7.531,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_5YRBANDS_Y55-59,2015,7.706,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_5YRBANDS_Y60-64,2015,6.915,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_5YRBANDS_YGE65,2015,18.356,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_10YRBANDS_TOTAL,2015,104.95,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_10YRBANDS_YLT15,2015,21.291,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_10YRBANDS_Y15-24,2015,13.608,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_10YRBANDS_Y25-34,2015,10.272,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_10YRBANDS_Y35-44,2015,12.054,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_10YRBANDS_Y45-54,2015,14.748,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_10YRBANDS_Y55-64,2015,14.621,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_10YRBANDS_YGE65,2015,18.356,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_AGGREGATE_TOTAL,2015,104.95,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_AGGREGATE_YLT15,2015,21.291,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_AGGREGATE_Y15-24,2015,13.608,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_AGGREGATE_Y25-54,2015,37.074,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_AGGREGATE_Y55-64,2015,14.621,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_AGGREGATE_YGE65,2015,18.356,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_YTHADULT_YGE15,2015,83.659,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_YTHADULT_Y15-64,2015,65.303,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_YTHADULT_Y15-24,2015,13.608,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_YTHADULT_YGE25,2015,70.051,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_5YRBANDS_TOTAL,2016,104.829,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_5YRBANDS_Y00-04,2016,6.754,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_5YRBANDS_Y05-09,2016,7.285,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_5YRBANDS_Y10-14,2016,7.036,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_5YRBANDS_Y15-19,2016,6.851,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_5YRBANDS_Y20-24,2016,6.762,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_5YRBANDS_Y25-29,2016,5.16,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_5YRBANDS_Y30-34,2016,5.109,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_5YRBANDS_Y35-39,2016,5.562,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_5YRBANDS_Y40-44,2016,6.165,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_5YRBANDS_Y45-49,2016,7.046,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_5YRBANDS_Y50-54,2016,7.442,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_5YRBANDS_Y55-59,2016,7.701,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_5YRBANDS_Y60-64,2016,6.947,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_5YRBANDS_YGE65,2016,19.009,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_10YRBANDS_TOTAL,2016,104.829,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_10YRBANDS_YLT15,2016,21.075,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_10YRBANDS_Y15-24,2016,13.613,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_10YRBANDS_Y25-34,2016,10.269,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_10YRBANDS_Y35-44,2016,11.727,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_10YRBANDS_Y45-54,2016,14.488,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_10YRBANDS_Y55-64,2016,14.648,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_10YRBANDS_YGE65,2016,19.009,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_AGGREGATE_TOTAL,2016,104.829,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_AGGREGATE_YLT15,2016,21.075,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_AGGREGATE_Y15-24,2016,13.613,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_AGGREGATE_Y25-54,2016,36.484,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_AGGREGATE_Y55-64,2016,14.648,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_AGGREGATE_YGE65,2016,19.009,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_YTHADULT_YGE15,2016,83.754,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_YTHADULT_Y15-64,2016,64.745,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_YTHADULT_Y15-24,2016,13.613,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_YTHADULT_YGE25,2016,70.141,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_5YRBANDS_TOTAL,2017,104.745,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_5YRBANDS_Y00-04,2017,6.539,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_5YRBANDS_Y05-09,2017,7.243,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_5YRBANDS_Y10-14,2017,7.078,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_5YRBANDS_Y15-19,2017,6.791,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_5YRBANDS_Y20-24,2017,6.749,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_5YRBANDS_Y25-29,2017,5.443,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_5YRBANDS_Y30-34,2017,4.922,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_5YRBANDS_Y35-39,2017,5.44,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_5YRBANDS_Y40-44,2017,5.994,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_5YRBANDS_Y45-49,2017,6.85,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_5YRBANDS_Y50-54,2017,7.374,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_5YRBANDS_Y55-59,2017,7.644,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_5YRBANDS_Y60-64,2017,7.068,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_5YRBANDS_YGE65,2017,19.61,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_10YRBANDS_TOTAL,2017,104.745,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_10YRBANDS_YLT15,2017,20.86,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_10YRBANDS_Y15-24,2017,13.54,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_10YRBANDS_Y25-34,2017,10.365,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_10YRBANDS_Y35-44,2017,11.434,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_10YRBANDS_Y45-54,2017,14.224,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_10YRBANDS_Y55-64,2017,14.712,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_10YRBANDS_YGE65,2017,19.61,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_AGGREGATE_TOTAL,2017,104.745,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_AGGREGATE_YLT15,2017,20.86,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_AGGREGATE_Y15-24,2017,13.54,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_AGGREGATE_Y25-54,2017,36.023,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_AGGREGATE_Y55-64,2017,14.712,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_AGGREGATE_YGE65,2017,19.61,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_YTHADULT_YGE15,2017,83.885,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_YTHADULT_Y15-64,2017,64.275,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_YTHADULT_Y15-24,2017,13.54,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_YTHADULT_YGE25,2017,70.345,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_5YRBANDS_TOTAL,2018,104.672,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_5YRBANDS_Y00-04,2018,6.326,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_5YRBANDS_Y05-09,2018,7.161,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_5YRBANDS_Y10-14,2018,7.147,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_5YRBANDS_Y15-19,2018,6.757,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_5YRBANDS_Y20-24,2018,6.662,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_5YRBANDS_Y25-29,2018,5.779,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_5YRBANDS_Y30-34,2018,4.751,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_5YRBANDS_Y35-39,2018,5.326,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_5YRBANDS_Y40-44,2018,5.842,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_5YRBANDS_Y45-49,2018,6.637,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_5YRBANDS_Y50-54,2018,7.304,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_5YRBANDS_Y55-59,2018,7.547,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_5YRBANDS_Y60-64,2018,7.239,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_5YRBANDS_YGE65,2018,20.194,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_10YRBANDS_TOTAL,2018,104.672,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_10YRBANDS_YLT15,2018,20.634,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_10YRBANDS_Y15-24,2018,13.419,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_10YRBANDS_Y25-34,2018,10.53,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_10YRBANDS_Y35-44,2018,11.168,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_10YRBANDS_Y45-54,2018,13.941,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_10YRBANDS_Y55-64,2018,14.786,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_10YRBANDS_YGE65,2018,20.194,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_AGGREGATE_TOTAL,2018,104.672,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_AGGREGATE_YLT15,2018,20.634,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_AGGREGATE_Y15-24,2018,13.419,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_AGGREGATE_Y25-54,2018,35.639,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_AGGREGATE_Y55-64,2018,14.786,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_AGGREGATE_YGE65,2018,20.194,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_YTHADULT_YGE15,2018,84.038,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_YTHADULT_Y15-64,2018,63.844,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_YTHADULT_Y15-24,2018,13.419,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_YTHADULT_YGE25,2018,70.619,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_5YRBANDS_TOTAL,2019,104.579,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_5YRBANDS_Y00-04,2019,6.132,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_5YRBANDS_Y05-09,2019,7.041,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_5YRBANDS_Y10-14,2019,7.21,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_5YRBANDS_Y15-19,2019,6.754,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_5YRBANDS_Y20-24,2019,6.562,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_5YRBANDS_Y25-29,2019,6.07,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_5YRBANDS_Y30-34,2019,4.662,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_5YRBANDS_Y35-39,2019,5.196,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_5YRBANDS_Y40-44,2019,5.691,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_5YRBANDS_Y45-49,2019,6.426,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_5YRBANDS_Y50-54,2019,7.216,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_5YRBANDS_Y55-59,2019,7.45,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_5YRBANDS_Y60-64,2019,7.384,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_5YRBANDS_YGE65,2019,20.785,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_10YRBANDS_TOTAL,2019,104.579,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_10YRBANDS_YLT15,2019,20.383,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_10YRBANDS_Y15-24,2019,13.316,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_10YRBANDS_Y25-34,2019,10.732,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_10YRBANDS_Y35-44,2019,10.887,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_10YRBANDS_Y45-54,2019,13.642,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_10YRBANDS_Y55-64,2019,14.834,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_10YRBANDS_YGE65,2019,20.785,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_AGGREGATE_TOTAL,2019,104.579,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_AGGREGATE_YLT15,2019,20.383,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_AGGREGATE_Y15-24,2019,13.316,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_AGGREGATE_Y25-54,2019,35.261,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_AGGREGATE_Y55-64,2019,14.834,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_AGGREGATE_YGE65,2019,20.785,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_YTHADULT_YGE15,2019,84.196,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_YTHADULT_Y15-64,2019,63.411,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_YTHADULT_Y15-24,2019,13.316,R1:2474
VIR,POP_2POP_SEX_AGE_NB,XA:2182,SEX_T,AGE_YTHADULT_YGE25,2019,70.88,R1:2474
VNM,POP_2POP_SEX_AGE_NB,XA:2184,SEX_T,AGE_5YRBANDS_TOTAL,2015,92677.082,R1:2474
VNM,POP_2POP_SEX_AGE_NB,XA:2184,SEX_T,AGE_5YRBANDS_Y00-04,2015,7642.771,R1:2474
VNM,POP_2POP_SEX_AGE_NB,XA:2184,SEX_T,AGE_5YRBANDS_Y05-09,2015,7153.018,R1:2474
VNM,POP_2POP_SEX_AGE_NB,XA:2184,SEX_T,AGE_5YRBANDS_Y10-14,2015,6547.585,R1:2474
VNM,POP_2POP_SEX_AGE_NB,XA:2184,SEX_T,AGE_5YRBANDS_Y15-19,2015,6921.699,R1:2474
VNM,POP_2POP_SEX_AGE_NB,XA:2184,SEX_T,AGE_5YRBANDS_Y20-24,2015,8718.212,R1:2474
VNM,POP_2POP_SEX_AGE_NB,XA:2184,SEX_T,AGE_5YRBANDS_Y25-29,2015,8562.641,R1:2474
VNM,POP_2POP_SEX_AGE_NB,XA:2184,SEX_T,AGE_5YRBANDS_Y30-34,2015,7865.416,R1:2474
VNM,POP_2POP_SEX_AGE_NB,XA:2184,SEX_T,AGE_5YRBANDS_Y35-39,2015,7123.062,R1:2474
VNM,POP_2POP_SEX_AGE_NB,XA:2184,SEX_T,AGE_5YRBANDS_Y40-44,2015,6640.332,R1:2474
VNM,POP_2POP_SEX_AGE_NB,XA:2184,SEX_T,AGE_5YRBANDS_Y45-49,2015,6003.449,R1:2474
VNM,POP_2POP_SEX_AGE_NB,XA:2184,SEX_T,AGE_5YRBANDS_Y50-54,2015,5455.279,R1:2474
VNM,POP_2POP_SEX_AGE_NB,XA:2184,SEX_T,AGE_5YRBANDS_Y55-59,2015,4591.118,R1:2474
